"","sc","year","site","treatment","transect","round","uniqueID","genus","species","gs","plant_genus","plant_species"
"7024","2013_DRT",2013,"DR","T","3","4","NCIG2013_6841","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7025","2013_DRT",2013,"DR","T","3","4","NCIG2013_6842","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7026","2013_DRT",2013,"DR","T","3","4","NCIG2013_6843","Halictus","ligatus","Halictus_ligatus","Euthamia","graminifolia"
"7027","2013_DRT",2013,"DR","T","3","4","NCIG2013_6844","Halictus","ligatus","Halictus_ligatus","Euthamia","graminifolia"
"7028","2013_DRT",2013,"DR","T","3","4","NCIG2013_6845","Bombus","impatiens","Bombus_impatiens","Euthamia","graminifolia"
"7030","2013_DRT",2013,"DR","T","2","3","NCIG2013_7116","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"7031","2013_DRC",2013,"DR","C","1","3","NCIG2013_7117","Xylocopa","virginica","Xylocopa_virginica","Verbena","hastata"
"7032","2013_DRC",2013,"DR","C","1","3","NCIG2013_7118","Bombus","impatiens","Bombus_impatiens","Verbena","hastata"
"7033","2013_DRC",2013,"DR","C","1","3","NCIG2013_7119","Bombus","impatiens","Bombus_impatiens","Verbena","hastata"
"7034","2013_DRC",2013,"DR","C","1","3","NCIG2013_7120","Bombus","impatiens","Bombus_impatiens","Verbena","hastata"
"7035","2013_DRC",2013,"DR","C","1","3","NCIG2013_7121","Bombus","impatiens","Bombus_impatiens","Verbena","hastata"
"7036","2013_DRC",2013,"DR","C","1","3","NCIG2013_7122","Megachile","mendica","Megachile_mendica","Verbena","hastata"
"7037","2013_DRT",2013,"DR","T","2","3","NCIG2013_7123","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"7038","2013_DRT",2013,"DR","T","2","3","NCIG2013_7124","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7039","2013_DRT",2013,"DR","T","2","3","NCIG2013_7125","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7040","2013_DRT",2013,"DR","T","2","3","NCIG2013_7126","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7041","2013_DRT",2013,"DR","T","2","3","NCIG2013_7127","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7042","2013_DRT",2013,"DR","T","2","3","NCIG2013_7128","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7043","2013_DRT",2013,"DR","T","2","3","NCIG2013_7129","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7044","2013_DRT",2013,"DR","T","2","3","NCIG2013_7130","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7045","2013_DRT",2013,"DR","T","2","3","NCIG2013_7131","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7046","2013_DRT",2013,"DR","T","2","3","NCIG2013_7132","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7048","2013_DRT",2013,"DR","T","1","3","NCIG2013_7134","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7049","2013_DRT",2013,"DR","T","1","3","NCIG2013_7135","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7050","2013_DRT",2013,"DR","T","1","3","NCIG2013_7136","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7051","2013_DRT",2013,"DR","T","1","3","NCIG2013_7137","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7052","2013_DRT",2013,"DR","T","1","3","NCIG2013_7138","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7053","2013_DRT",2013,"DR","T","1","3","NCIG2013_7139","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7054","2013_DRT",2013,"DR","T","1","3","NCIG2013_7140","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7055","2013_DRT",2013,"DR","T","1","3","NCIG2013_7141","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7056","2013_DRT",2013,"DR","T","1","3","NCIG2013_7142","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7057","2013_DRT",2013,"DR","T","1","3","NCIG2013_7143","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7058","2013_DRT",2013,"DR","T","1","3","NCIG2013_7144","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7059","2013_DRT",2013,"DR","T","1","3","NCIG2013_7145","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7060","2013_DRT",2013,"DR","T","1","3","NCIG2013_7146","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7061","2013_DRT",2013,"DR","T","1","3","NCIG2013_7147","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7062","2013_DRT",2013,"DR","T","1","3","NCIG2013_7148","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7063","2013_DRT",2013,"DR","T","1","3","NCIG2013_7149","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7064","2013_DRT",2013,"DR","T","1","3","NCIG2013_7150","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7065","2013_DRT",2013,"DR","T","1","3","NCIG2013_7151","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7066","2013_DRT",2013,"DR","T","1","3","NCIG2013_7152","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7067","2013_DRT",2013,"DR","T","1","3","NCIG2013_7153","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7068","2013_DRT",2013,"DR","T","1","3","NCIG2013_7154","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7069","2013_DRT",2013,"DR","T","1","3","NCIG2013_7155","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7071","2013_DRC",2013,"DR","C","1","3","NCIG2013_7157","Lasioglossum","cinctipes","Lasioglossum_cinctipes","Apocynum","cannabinum"
"7072","2013_DRC",2013,"DR","C","1","3","NCIG2013_7158","Xylocopa","virginica","Xylocopa_virginica","Asclepias","sp"
"7073","2013_DRT",2013,"DR","T","1","3","NCIG2013_7159","Melissodes","bimaculata","Melissodes_bimaculata","Monarda","fistulosa"
"7074","2013_DRT",2013,"DR","T","1","3","NCIG2013_7160","Melissodes","bimaculata","Melissodes_bimaculata","Monarda","fistulosa"
"7075","2013_DRT",2013,"DR","T","1","3","NCIG2013_7161","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7076","2013_DRT",2013,"DR","T","1","3","NCIG2013_7162","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7077","2013_DRT",2013,"DR","T","1","3","NCIG2013_7163","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7078","2013_DRT",2013,"DR","T","1","3","NCIG2013_7164","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7079","2013_DRT",2013,"DR","T","1","3","NCIG2013_7165","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7080","2013_DRT",2013,"DR","T","1","3","NCIG2013_7166","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7081","2013_DRT",2013,"DR","T","1","3","NCIG2013_7167","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7082","2013_DRT",2013,"DR","T","1","3","NCIG2013_7168","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7083","2013_DRT",2013,"DR","T","1","3","NCIG2013_7169","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7084","2013_DRT",2013,"DR","T","1","3","NCIG2013_7170","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7085","2013_DRT",2013,"DR","T","1","3","NCIG2013_7171","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7086","2013_DRT",2013,"DR","T","4","3","NCIG2013_7172","Augochlorella","aurata","Augochlorella_aurata","Oenothera","sp"
"7087","2013_DRT",2013,"DR","T","4","3","NCIG2013_7173","Lasioglossum","leucocomum","Lasioglossum_leucocomum","Oenothera","sp"
"7088","2013_DRT",2013,"DR","T","2","3","NCIG2013_7174","Lasioglossum","tegulare","Lasioglossum_tegulare","YELLOWROSE","CHECK"
"7089","2013_DRT",2013,"DR","T","4","3","NCIG2013_7175","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7090","2013_DRT",2013,"DR","T","4","3","NCIG2013_7176","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7091","2013_DRT",2013,"DR","T","4","3","NCIG2013_7177","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7092","2013_DRT",2013,"DR","T","4","3","NCIG2013_7178","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7093","2013_DRT",2013,"DR","T","4","3","NCIG2013_7179","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7094","2013_DRT",2013,"DR","T","4","3","NCIG2013_7180","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7095","2013_DRT",2013,"DR","T","4","3","NCIG2013_7181","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7096","2013_DRT",2013,"DR","T","4","3","NCIG2013_7182","Melissodes","bimaculata","Melissodes_bimaculata","Monarda","fistulosa"
"7097","2013_DRT",2013,"DR","T","3","3","NCIG2013_7183","Megachile","mendica","Megachile_mendica","Monarda","fistulosa"
"7098","2013_DRT",2013,"DR","T","3","3","NCIG2013_7184","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7099","2013_DRT",2013,"DR","T","3","3","NCIG2013_7185","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7100","2013_DRT",2013,"DR","T","3","3","NCIG2013_7186","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7101","2013_DRT",2013,"DR","T","3","3","NCIG2013_7187","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7102","2013_DRT",2013,"DR","T","3","3","NCIG2013_7188","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7103","2013_DRT",2013,"DR","T","3","3","NCIG2013_7189","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7104","2013_DRT",2013,"DR","T","3","3","NCIG2013_7190","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7105","2013_DRT",2013,"DR","T","3","3","NCIG2013_7191","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7106","2013_DRT",2013,"DR","T","3","3","NCIG2013_7192","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7107","2013_DRT",2013,"DR","T","4","3","NCIG2013_7193","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7108","2013_DRT",2013,"DR","T","4","3","NCIG2013_7194","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7109","2013_DRT",2013,"DR","T","4","3","NCIG2013_7195","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7110","2013_DRT",2013,"DR","T","4","3","NCIG2013_7196","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7111","2013_DRT",2013,"DR","T","4","3","NCIG2013_7197","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7112","2013_DRT",2013,"DR","T","4","3","NCIG2013_7198","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7113","2013_DRT",2013,"DR","T","4","3","NCIG2013_7199","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7114","2013_DRT",2013,"DR","T","4","3","NCIG2013_7200","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7115","2013_DRT",2013,"DR","T","4","3","NCIG2013_7201","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7116","2013_DRT",2013,"DR","T","4","3","NCIG2013_7202","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7117","2013_DRT",2013,"DR","T","4","3","NCIG2013_7203","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7118","2013_DRT",2013,"DR","T","4","3","NCIG2013_7204","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7119","2013_DRT",2013,"DR","T","4","3","NCIG2013_7205","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7120","2013_DRT",2013,"DR","T","4","3","NCIG2013_7206","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7121","2013_DRT",2013,"DR","T","2","3","NCIG2013_7207","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7122","2013_DRT",2013,"DR","T","2","3","NCIG2013_7208","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7123","2013_DRT",2013,"DR","T","2","3","NCIG2013_7209","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7124","2013_DRT",2013,"DR","T","2","3","NCIG2013_7210","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7125","2013_DRT",2013,"DR","T","2","3","NCIG2013_7211","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"7126","2013_DRT",2013,"DR","T","2","3","NCIG2013_7212","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7127","2013_DRT",2013,"DR","T","2","3","NCIG2013_7213","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7128","2013_DRT",2013,"DR","T","2","3","NCIG2013_7214","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7129","2013_DRT",2013,"DR","T","2","3","NCIG2013_7215","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"7130","2013_DRC",2013,"DR","C","2","3","NCIG2013_7216","Megachile","rotundata","Megachile_rotundata","Magenta","CHECK"
"7131","2013_DRC",2013,"DR","C","2","3","NCIG2013_7217","Lasioglossum","tegulare","Lasioglossum_tegulare","Magenta","CHECK"
"7132","2013_DRT",2013,"DR","T","3","4","NCIG2013_7253","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7133","2013_DRT",2013,"DR","T","3","4","NCIG2013_7254","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7134","2013_DRT",2013,"DR","T","3","4","NCIG2013_7255","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7135","2013_DRT",2013,"DR","T","3","4","NCIG2013_7256","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7136","2013_DRT",2013,"DR","T","3","4","NCIG2013_7257","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7137","2013_DRT",2013,"DR","T","3","4","NCIG2013_7258","Bombus","impatiens","Bombus_impatiens","Euthamia","graminifolia"
"7138","2013_DRT",2013,"DR","T","3","4","NCIG2013_7259","Bombus","impatiens","Bombus_impatiens","Euthamia","graminifolia"
"7139","2013_DRT",2013,"DR","T","3","4","NCIG2013_7261","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7140","2013_DRT",2013,"DR","T","3","4","NCIG2013_7262","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7141","2013_DRT",2013,"DR","T","3","4","NCIG2013_7263","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7142","2013_DRT",2013,"DR","T","3","4","NCIG2013_7264","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7143","2013_DRT",2013,"DR","T","3","4","NCIG2013_7265","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7144","2013_DRT",2013,"DR","T","3","4","NCIG2013_7266","Xylocopa","virginica","Xylocopa_virginica","Euthamia","graminifolia"
"7145","2013_DRT",2013,"DR","T","3","4","NCIG2013_7267","Augochlora","pura","Augochlora_pura","Coreopsis","lanceolata"
"7146","2013_RLT",2013,"RL","T","4","1","NCIG2013_7323","Bombus","griseocollis","Bombus_griseocollis","Erigeron","strigosus"
"7149","2013_RLC",2013,"RL","C","2","1","NCIG2013_7327","Bombus","griseocollis","Bombus_griseocollis","Trifolium","pratense"
"7154","2013_RLC",2013,"RL","C","4","1","NCIG2013_7333","Bombus","griseocollis","Bombus_griseocollis","Cirsium","arvense"
"7155","2013_RLC",2013,"RL","C","4","1","NCIG2013_7334","Bombus","griseocollis","Bombus_griseocollis","Cirsium","arvense"
"7157","2013_RLC",2013,"RL","C","1","1","NCIG2013_7336","Bombus","griseocollis","Bombus_griseocollis","Cirsium","arvense"
"7158","2013_RLT",2013,"RL","T","1","1","NCIG2013_7337","Eucera","hamata","Eucera_hamata","Linaria","vulgaris"
"7160","2013_RLT",2013,"RL","T","2","1","NCIG2013_7339","Bombus","griseocollis","Bombus_griseocollis","Trifolium","pratense"
"7161","2013_RLT",2013,"RL","T","1","1","NCIG2013_7340","Bombus","griseocollis","Bombus_griseocollis","Linaria","vulgaris"
"7163","2013_RLC",2013,"RL","C","4","1","NCIG2013_7344","Bombus","griseocollis","Bombus_griseocollis","Cirsium","arvense"
"7168","2013_SHT",2013,"SH","T","3","4","NCIG2013_7397","Xylocopa","virginica","Xylocopa_virginica","Monarda","punctata"
"7169","2013_SHT",2013,"SH","T","3","4","NCIG2013_7398","Xylocopa","virginica","Xylocopa_virginica","Monarda","punctata"
"7170","2013_SHT",2013,"SH","T","3","4","NCIG2013_7399","Xylocopa","virginica","Xylocopa_virginica","Monarda","punctata"
"7171","2013_SHT",2013,"SH","T","3","4","NCIG2013_7400","Xylocopa","virginica","Xylocopa_virginica","Monarda","punctata"
"7172","2013_RLT",2013,"RL","T","2","4","NCIG2013_7401","Bombus","impatiens","Bombus_impatiens","ShortrayPink","CHECK"
"7173","2013_SHT",2013,"SH","T","3","4","NCIG2013_7402","Xylocopa","virginica","Xylocopa_virginica","Monarda","punctata"
"7174","2013_SHT",2013,"SH","T","3","4","NCIG2013_7403","Xylocopa","virginica","Xylocopa_virginica","Monarda","punctata"
"7175","2013_SHT",2013,"SH","T","3","4","NCIG2013_7404","Xylocopa","virginica","Xylocopa_virginica","Monarda","punctata"
"7176","2013_SHT",2013,"SH","T","3","4","NCIG2013_7405","Xylocopa","virginica","Xylocopa_virginica","Monarda","punctata"
"7177","2013_SHT",2013,"SH","T","3","4","NCIG2013_7406","Xylocopa","virginica","Xylocopa_virginica","Monarda","punctata"
"7178","2013_RLT",2013,"RL","T","4","4","NCIG2013_7407","Megachile","mendica","Megachile_mendica","Symphyotrichum","racemosum"
"7179","2013_RLT",2013,"RL","T","3","4","NCIG2013_7408","Halictus","ligatus","Halictus_ligatus","Symphyotrichum","sp"
"7180","2013_RLT",2013,"RL","T","2","4","NCIG2013_7409","Augochlorella","aurata","Augochlorella_aurata","Oxalis","stricta"
"7181","2013_RLT",2013,"RL","T","2","4","NCIG2013_7410","Augochlorella","aurata","Augochlorella_aurata","Oxalis","stricta"
"7183","2013_RLC",2013,"RL","C","3","4","NCIG2013_7412","Lasioglossum","sp","Lasioglossum_sp","Solidago","canadensis"
"7184","2013_SHT",2013,"SH","T","2","4","NCIG2013_7413","Bombus","impatiens","Bombus_impatiens","Eupatorium","serotinum"
"7185","2013_RLC",2013,"RL","C","3","4","NCIG2013_7414","Hylaeus","affinis","Hylaeus_affinis","Daucus","carota"
"7186","2013_RLT",2013,"RL","T","4","4","NCIG2013_7415","Bombus","impatiens","Bombus_impatiens","Solidago","canadensis"
"7187","2013_RLT",2013,"RL","T","4","4","NCIG2013_7417","Halictus","ligatus","Halictus_ligatus","Solidago","canadensis"
"7189","2013_RLC",2013,"RL","C","4","4","NCIG2013_7419","Augochlorella","aurata","Augochlorella_aurata","Oxalis","stricta"
"7190","2013_RLT",2013,"RL","T","4","4","NCIG2013_7420","Ceratina","dupla","Ceratina_dupla","Symphyotrichum","sp"
"7191","2013_RLT",2013,"RL","T","1","4","NCIG2013_7421","Bombus","impatiens","Bombus_impatiens","ShortrayPink","CHECK"
"7192","2013_RLT",2013,"RL","T","1","4","NCIG2013_7422","Augochlorella","aurata","Augochlorella_aurata","ShortrayPink","CHECK"
"7193","2013_RLC",2013,"RL","C","4","4","NCIG2013_7423","Agapostemon","virescens","Agapostemon_virescens","Symphyotrichum","racemosum"
"7194","2013_RLT",2013,"RL","T","4","4","NCIG2013_7424","Halictus","ligatus","Halictus_ligatus","ShortrayPink","CHECK"
"7195","2013_RLT",2013,"RL","T","4","4","NCIG2013_7425","Ceratina","dupla","Ceratina_dupla","ShortrayPink","CHECK"
"7196","2013_RLT",2013,"RL","T","4","4","NCIG2013_7426","Ceratina","dupla","Ceratina_dupla","ShortrayPink","CHECK"
"7197","2013_RLT",2013,"RL","T","4","4","NCIG2013_7427","Ceratina","calcarata","Ceratina_calcarata","ShortrayPink","CHECK"
"7198","2013_PUT",2013,"PU","T","2","3","NCIG_2013_6415","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"7199","2013_PUT",2013,"PU","T","2","3","NCIG_2013_6416","Bombus","vagans","Bombus_vagans","Monarda","fistulosa"
"7200","2013_PUT",2013,"PU","T","2","3","NCIG_2013_6417","Bombus","vagans","Bombus_vagans","Monarda","fistulosa"
"7201","2013_PUT",2013,"PU","T","2","3","NCIG_2013_6418","Bombus","vagans","Bombus_vagans","Monarda","fistulosa"
"7202","2013_PUT",2013,"PU","T","2","3","NCIG_2013_6419","Bombus","vagans","Bombus_vagans","Monarda","fistulosa"
"7203","2013_PUT",2013,"PU","T","2","3","NCIG_2013_6420","Bombus","vagans","Bombus_vagans","Monarda","fistulosa"
"7204","2013_PUT",2013,"PU","T","2","3","NCIG_2013_6421","Bombus","vagans","Bombus_vagans","Monarda","fistulosa"
"7205","2013_PUT",2013,"PU","T","2","3","NCIG_2013_6422","Bombus","vagans","Bombus_vagans","Monarda","fistulosa"
"7206","2013_PUT",2013,"PU","T","2","3","NCIG_2013_6423","Bombus","vagans","Bombus_vagans","Monarda","fistulosa"
"7225","2013_MAT",2013,"MA","T","1","1","XCIG2013_2044","Andrena","wilkella","Andrena_wilkella","Trifolium","pratense"
"7226","2013_MAT",2013,"MA","T","1","1","XCIG2013_2045","Lasioglossum","callidum","Lasioglossum_callidum","Rubus","sp"
"7227","2013_MAC",2013,"MA","C","2","1","XCIG2013_2046","Andrena","morrisonella","Andrena_morrisonella","Hypochaeris","radicata"
"7228","2013_MAC",2013,"MA","C","2","1","XCIG2013_2047","Lasioglossum","coreopsis","Lasioglossum_coreopsis","Rubus","sp"
"7229","2013_MAT",2013,"MA","T","2","1","XCIG2013_2049","Andrena","wilkella","Andrena_wilkella","Trifolium","pratense"
"7230","2013_MAT",2013,"MA","T","2","1","XCIG2013_2050","Andrena","wilkella","Andrena_wilkella","Trifolium","pratense"
"7231","2013_MAC",2013,"MA","C","2","1","XCIG2013_2051","Andrena","imitatrix","Andrena_imitatrix","Hypochaeris","radicata"
"7638","2013_MAT",2013,"MA","T","2","3","XCIG2013_4347","Lasioglossum","versatum","Lasioglossum_versatum","Rudbeckia","hirta"
"7639","2013_MAT",2013,"MA","T","2","3","XCIG2013_4349","Megachile","inimica","Megachile_inimica","Helianthus","divaricatus"
"7663","2013_MAT",2013,"MA","T","2","3","XCIG2013_4373","Halictus","ligatus","Halictus_ligatus","Helianthus","divaricatus"
"7664","2013_MAT",2013,"MA","T","2","3","XCIG2013_4374","Megachile","mendica","Megachile_mendica","Helianthus","divaricatus"
"7665","2013_MAT",2013,"MA","T","1","3","XCIG2013_4375","Agapostemon","virescens","Agapostemon_virescens","Helianthus","divaricatus"
"8264","2013_MAT",2013,"MA","T","2","2","XCIG2013_5873","Xylocopa","virginica","Xylocopa_virginica","Monarda","fistulosa"
"8265","2013_MAT",2013,"MA","T","2","2","XCIG2013_5874","Augochlora","pura","Augochlora_pura","Monarda","fistulosa"
"8266","2013_MAT",2013,"MA","T","2","2","XCIG2013_5875","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"8267","2013_MAT",2013,"MA","T","2","2","XCIG2013_5876","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"8268","2013_MAT",2013,"MA","T","2","2","XCIG2013_5877","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"8269","2013_MAT",2013,"MA","T","2","2","XCIG2013_5878","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"8270","2013_MAT",2013,"MA","T","2","2","XCIG2013_5879","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"8271","2013_MAT",2013,"MA","T","2","2","XCIG2013_5880","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"8272","2013_MAT",2013,"MA","T","2","2","XCIG2013_5881","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"8273","2013_MAT",2013,"MA","T","2","2","XCIG2013_5882","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"8274","2013_MAT",2013,"MA","T","2","2","XCIG2013_5883","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"8275","2013_MAT",2013,"MA","T","2","2","XCIG2013_5884","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"8276","2013_MAT",2013,"MA","T","2","2","XCIG2013_5885","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"8277","2013_MAT",2013,"MA","T","2","2","XCIG2013_5886","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"8278","2013_MAT",2013,"MA","T","2","2","XCIG2013_5887","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"8279","2013_MAT",2013,"MA","T","2","2","XCIG2013_5888","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"8280","2013_MAT",2013,"MA","T","2","2","XCIG2013_5889","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"8281","2013_MAT",2013,"MA","T","2","2","XCIG2013_5890","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"8282","2013_MAT",2013,"MA","T","2","2","XCIG2013_5891","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"8283","2013_MAT",2013,"MA","T","2","2","XCIG2013_5892","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"8284","2013_MAT",2013,"MA","T","2","2","XCIG2013_5893","Lasioglossum","trigeminum","Lasioglossum_trigeminum","Monarda","fistulosa"
"8285","2013_MAT",2013,"MA","T","2","2","XCIG2013_5894","Bombus","impatiens","Bombus_impatiens","Rudbeckia","hirta"
"8287","2013_MAT",2013,"MA","T","2","2","XCIG2013_5896","Agapostemon","virescens","Agapostemon_virescens","Rudbeckia","hirta"
"8288","2013_MAT",2013,"MA","T","2","2","XCIG2013_5897","Agapostemon","virescens","Agapostemon_virescens","Rudbeckia","hirta"
"8289","2013_MAT",2013,"MA","T","2","2","XCIG2013_5898","Melissodes","subillata","Melissodes_subillata","Rudbeckia","hirta"
"8290","2013_MAT",2013,"MA","T","2","2","XCIG2013_5899","Melissodes","subillata","Melissodes_subillata","Rudbeckia","hirta"
"8291","2013_MAT",2013,"MA","T","2","2","XCIG2013_5900","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"8292","2013_MAT",2013,"MA","T","2","2","XCIG2013_5901","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"8293","2013_MAT",2013,"MA","T","2","2","XCIG2013_5902","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"8294","2013_MAT",2013,"MA","T","2","2","XCIG2013_5903","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
