site,observer,collection_date,plant_genus,plant_species,individual_plant,inf_number,flower_number,c_width_1_px,c_width_2_px,c_depth1_px,c_depth2_px,c_depth3_px,width,c_width_2_mm,depth,c_depth2_mm,c_depth_3_mm,magnification,flower_type,photo_reference,plant_code,live,notes,**make sure all measurement photos are saved in jp2 format
FH,ES,21-Jul,Achillea,millefolium,c,1,3,112,,263,,,0.381506474,,0.895858952,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,d,1,1,64,,301,,,0.218003699,,1.025298648,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,d,1,2,78,,242,,,0.265692008,,0.824326488,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,d,1,3,84,,276,,,0.286129855,,0.940140953,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,e,1,1,99,,296,,,0.337224472,,1.008267109,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,e,1,2,90,,305,,,0.306567702,,1.038923879,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,e,1,3,84,,297,,,0.286129855,,1.011673417,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,f,1,1,77,,246,,,0.262285701,,0.837951719,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,f,1,2,114,,288,,,0.388319089,,0.981016647,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,f,1,3,128,,298,,,0.436007399,,1.015079725,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,g,1,1,103,,267,,,0.350849703,,0.909484183,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,g,1,2,116,,286,,,0.395131705,,0.974204031,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,g,1,3,122,,294,,,0.415569552,,1.001454493,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,h,1,1,82,,321,,,0.27931724,,1.093424804,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,h,1,2,94,,284,,,0.320192933,,0.967391415,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,h,1,3,85,,297,,,0.289536163,,1.011673417,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,i,1,1,90,,257,,,0.306567702,,0.875421105,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,i,1,2,68,,241,,,0.23162893,,0.82092018,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,i,1,3,93,,273,,,0.316786625,,0.92992203,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
ENR,ES,25-Jul,Achillea,millefolium,j,1,3,110,,311,,,0.374693858,,1.059361726,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,j,1,4,155,,262,,,0.527977709,,0.892452644,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,k,1,3,123,,312,,,0.418975859,,1.062768034,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,k,1,4,108,,321,,,0.367881242,,1.093424804,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,l,1,3,105,,249,,,0.357662319,,0.848170642,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,weird little pink inflorescence
ENR,ES,25-Jul,Achillea,millefolium,l,1,4,124,,255,,,0.422382167,,0.868608489,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,weird little pink inflorescence
ENR,ES,25-Jul,Achillea,millefolium,l,2,3,125,,283,,,0.425788475,,0.963985108,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,weird little pink inflorescence
ENR,ES,25-Jul,Achillea,millefolium,l,2,4,96,,295,,,0.327005549,,1.004860801,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,weird little pink inflorescence
ENR,ES,25-Jul,Achillea,millefolium,m,1,3,91,,293,,,0.30997401,,0.998048186,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,m,1,4,76,,245,,,0.258879393,,0.834545411,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,n,1,3,123,,277,,,0.418975859,,0.943547261,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,n,1,4,109,,252,,,0.37128755,,0.858389566,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,o,1,3,111,,303,,,0.378100166,,1.032111264,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,weird little pink inflorescence
ENR,ES,25-Jul,Achillea,millefolium,o,1,4,110,,321,,,0.374693858,,1.093424804,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,weird little pink inflorescence
ENR,ES,25-Jul,Achillea,millefolium,p,1,3,82,,289,,,0.27931724,,0.984422954,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,p,1,4,98,,312,,,0.333818164,,1.062768034,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,q,1,3,128,,337,,,0.436007399,,1.147925729,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,q,1,4,135,,321,,,0.459851553,,1.093424804,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,q,2,3,94,,335,,,0.320192933,,1.141113113,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,q,2,4,124,,306,,,0.422382167,,1.042330187,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,r,1,3,120,,307,,,0.408756936,,1.045736495,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,r,1,4,123,,317,,,0.418975859,,1.079799573,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,s,1,3,95,,244,,,0.323599241,,0.831139103,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
ENR,ES,25-Jul,Achillea,millefolium,s,1,4,116,,140,,,0.395131705,,0.476883092,,,1,disc,,ACMI2_d,live,multiply all measurements taken live under microscope by 2,
NENE,JZ,27-Jul,Monarda,fistulosa,a,1,1,699.7,,(measured with calipers),,,2.383393568,,14.99,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,a,1,2,887,,(measured with calipers),,,3.021395019,,16.13,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,a,1,3,799,,(measured with calipers),,,2.721639933,,15.44,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,a,2,1,939,,(measured with calipers),,,3.198523025,,15.95,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,a,2,2,960,,(measured with calipers),,,3.270055489,,15.37,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,a,2,3,873,,(measured with calipers),,,2.97370671,,15.57,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,b,1,1,1119,,(measured with calipers),,,3.811658429,,17.81,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,b,1,2,1019,,(measured with calipers),,,3.471027649,,17.59,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,b,1,3,1086,,(measured with calipers),,,3.699250272,,17.95,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,b,2,1,1079,,(measured with calipers),,,3.675406117,,18.08,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,b,2,2,1121,,(measured with calipers),,,3.818471045,,17.8,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,b,2,3,1110,,(measured with calipers),,,3.781001659,,17.58,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,c,1,1,749,,(measured with calipers),,,2.551324543,,15.04,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,c,1,2,680,,(measured with calipers),,,2.316289305,,15.24,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,c,1,3,672,,(measured with calipers),,,2.289038842,,14.24,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,c,2,1,662,,(measured with calipers),,,2.254975764,,16.55,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,c,2,2,667,,(measured with calipers),,,2.272007303,,15.55,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,c,2,3,753,,(measured with calipers),,,2.564949774,,16.67,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,d,1,1,952,,(measured with calipers),,,3.242805026,,19.39,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,d,1,2,1021,,(measured with calipers),,,3.477840265,,19.41,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,d,1,3,970,,(measured with calipers),,,3.304118567,,18.94,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,d,2,1,1023,,(measured with calipers),,,3.48465288,,19.29,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,d,2,2,982,,(measured with calipers),,,3.34499426,,18.51,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,d,2,3,1019,,(measured with calipers),,,3.471027649,,19.54,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,e,1,1,729,,(measured with calipers),,,2.483198387,,11.29,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,e,1,2,707,,(measured with calipers),,,2.408259615,,12.31,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,e,1,3,631,,(measured with calipers),,,2.149380222,,12.4,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,e,2,1,672,,(measured with calipers),,,2.289038842,,10.97,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,e,2,2,777,,(measured with calipers),,,2.646701161,,11.2,,,1,tube,,MOFI,captured,,
NENE,JZ,27-Jul,Monarda,fistulosa,e,2,3,671,,(measured with calipers),,,2.285632534,,11.11,,,1,tube,MOFI_e2_3,MOFI,captured,,
FH,JZ,27-Jul,Mentha,arvensis,i,1,1,642,,2224,,,2.186849608,,7.575628549,,,1,flower,,MEAR4,captured,measured to replace odd measurements,
FH,JZ,27-Jul,Mentha,arvensis,i,1,2,563,,2144,,,1.917751292,,7.303123925,,,1,flower,,MEAR4,captured,measured to replace odd measurements,
FH,JZ,27-Jul,Mentha,arvensis,i,1,3,609,,1910,,,2.074441451,,6.5060479,,,1,flower,,MEAR4,captured,measured to replace odd measurements,
FH,JZ,27-Jul,Prunella,vulgaris,j,1,1,649,,1763,,,2.210693763,,6.005320653,,,1,flower,,PRVU,captured,measured to replace odd measurements,
FH,JZ,27-Jul,Prunella,vulgaris,j,1,2,533,,1906,,,1.815562058,,6.492422668,,,1,flower,,PRVU,captured,measured to replace odd measurements,
FH,JZ,27-Jul,Prunella,vulgaris,j,1,3,483,,1853,,,1.645246668,,6.311888355,,,1,flower,,PRVU,captured,measured to replace odd measurements,
AB,JZ,29-Jul,Rhus,copallinum,a,1,1,474,,359,,,1.614589898,,1.2228645,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,a,1,2,519,,430,,,1.767873749,,1.464712354,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,a,1,3,564,,455,,,1.9211576,,1.549870049,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,a,2,1,529,,351,,,1.801936827,,1.195614038,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,a,2,2,493,,307,,,1.679309746,,1.045736495,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,a,2,3,516,,411,,,1.757654825,,1.399992506,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,b,1,1,559,,297,,,1.904126061,,1.011673417,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,b,1,2,550,,309,,,1.87346929,,1.05254911,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,b,1,3,522,,366,,,1.778092672,,1.246708655,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,b,2,1,551,,302,,,1.876875598,,1.028704956,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,b,2,2,493,,256,,,1.679309746,,0.872014797,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,b,2,3,566,,346,,,1.927970215,,1.178582499,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,c,1,1,504,,194,,,1.716779132,,0.660823713,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,c,1,2,535,,241,,,1.822374673,,0.82092018,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,c,1,3,546,,235,,,1.859844059,,0.800482333,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,c,2,1,513,,207,,,1.747435902,,0.705105715,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,c,2,2,557,,303,,,1.897313445,,1.032111264,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,c,2,3,536,,238,,,1.825780981,,0.810701257,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,d,1,1,519,,318,,,1.767873749,,1.083205881,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,d,1,2,306,,567,,,1.042330187,,1.931376523,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,d,1,3,487,,299,,,1.658871899,,1.018486032,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,e,1,1,503,,232,,,1.713372824,,0.79026341,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,e,1,2,538,,271,,,1.832593597,,0.923109414,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,e,1,3,530,,255,,,1.805343134,,0.868608489,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,f,1,1,507,,271,,,1.726998055,,0.923109414,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,f,1,2,492,,248,,,1.675903438,,0.844764335,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,f,1,3,482,,297,,,1.64184036,,1.011673417,,,1,flower,RHCO_f1_3,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,g,1,1,515,,225,,,1.754248517,,0.766419255,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,g,1,2,499,,273,,,1.699747593,,0.92992203,,,1,flower,,RHCO,captured,,
AB,JZ,29-Jul,Rhus,copallinum,g,1,3,532,,253,,,1.81215575,,0.861795874,,,1,flower,,RHCO,captured,,
ME,ES,4-Aug,Centaurea,nigrescens,a,1,1,156,,503,(measured with calipers),,0.531384017,,1.713372824,9.8,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,a,1,2,170,,481,(measured with calipers),,0.579072326,,1.638434052,9.11,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,a,1,3,153,,408,(measured with calipers),,0.521165094,,1.389773583,9.81,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,b,1,1,135,,505,(measured with calipers),,0.459851553,,1.720185439,12.08,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,b,1,2,152,,493,(measured with calipers),,0.517758786,,1.679309746,11.65,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,b,1,3,143,,497,(measured with calipers),,0.487102016,,1.692934977,11.39,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,b,2,1,150,,493,(measured with calipers),,0.51094617,,1.679309746,11.14,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,b,2,2,143,,515,(measured with calipers),,0.487102016,,1.754248517,11.62,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,b,2,3,155,,543,(measured with calipers),,0.527977709,,1.849625136,11.32,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,c,1,1,137,,448,(measured with calipers),,0.466664169,,1.526025895,10.31,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,c,1,2,130,,446,(measured with calipers),,0.442820014,,1.519213279,11.16,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,c,1,3,150,,433,(measured with calipers),,0.51094617,,1.474931278,10.45,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,d,1,1,158,,500,(measured with calipers),,0.538196633,,1.7031539,12.1,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,d,1,2,151,,501,(measured with calipers),,0.514352478,,1.706560208,11.89,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,d,1,3,160,,470,(measured with calipers),,0.545009248,,1.600964666,11.28,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,e,1,1,159,,394,(measured with calipers),,0.54160294,,1.342085274,9.62,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,e,1,2,165,,504,(measured with calipers),,0.562040787,,1.716779132,10.62,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,e,1,3,160,,441,(measured with calipers),,0.545009248,,1.50218174,11.1,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,f,1,1,158,,503,(measured with calipers),,0.538196633,,1.713372824,10.16,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,f,1,2,166,,594,(measured with calipers),,0.565447095,,2.023346834,10.32,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,f,1,3,162,,507,(measured with calipers),,0.551821864,,1.726998055,10.83,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,g,1,1,150,,473,(measured with calipers),,0.51094617,,1.61118359,10.78,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,g,1,2,132,,461,(measured with calipers),,0.44963263,,1.570307896,10.77,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,g,1,3,140,,452,(measured with calipers),,0.476883092,,1.539651126,11.06,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,g,2,1,125,,432,(measured with calipers),,0.425788475,,1.47152497,10.54,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,g,2,2,117,,429,(measured with calipers),,0.398538013,,1.461306047,9.79,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,g,2,3,125,,416,(measured with calipers),,0.425788475,,1.417024045,10.67,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,h,1,1,138,,493,(measured with calipers),,0.470070477,,1.679309746,9.53,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,h,1,2,128,,519,(measured with calipers),,0.436007399,,1.767873749,10.46,,1,corolla,,CENI3,live,,
ME,ES,4-Aug,Centaurea,nigrescens,h,1,3,148,,497,(measured with calipers),,0.504133555,,1.692934977,10.37,,1,corolla,,CENI3,live,,
ENR,ES,5-Aug,Plantago,lanceolata,a,1,1,104,,351,,,0.354256011,,1.195614038,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,a,1,2,89,,365,,,0.303161394,,1.243302347,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,a,1,3,99,,377,,,0.337224472,,1.284178041,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,b,1,1,87,,381,,,0.296348779,,1.297803272,,,1,corolla,PLLA_b_1_1,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,b,1,2,71,,340,,,0.241847854,,1.158144652,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,b,1,3,92,,323,,,0.313380318,,1.10023742,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,c,1,1,119,,301,,,0.405350628,,1.025298648,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,c,1,2,92,,377,,,0.313380318,,1.284178041,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,c,1,3,86,,368,,,0.292942471,,1.253521271,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,d,1,1,74,,367,,,0.252066777,,1.250114963,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,d,1,2,62,,337,,,0.211191084,,1.147925729,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,d,1,3,91,,275,,,0.30997401,,0.936734645,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,e,1,1,62,,263,,,0.211191084,,0.895858952,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,e,1,2,63,,288,,,0.214597391,,0.981016647,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,e,1,3,68,,326,,,0.23162893,,1.110456343,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,f,1,1,104,,441,,,0.354256011,,1.50218174,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,f,1,2,95,,417,,,0.323599241,,1.420430353,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,f,1,3,106,,450,,,0.361068627,,1.53283851,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,g,1,1,95,,309,,,0.323599241,,1.05254911,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,g,1,2,91,,341,,,0.30997401,,1.16155096,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,g,1,3,99,,319,,,0.337224472,,1.086612188,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,h,1,1,81,,417,,,0.275910932,,1.420430353,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,h,1,2,78,,411,,,0.265692008,,1.399992506,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,h,1,3,95,,404,,,0.323599241,,1.376148352,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,i,1,1,102,,324,,,0.347443396,,1.103643727,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,i,1,2,97,,336,,,0.330411857,,1.144519421,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,i,1,3,91,,313,,,0.30997401,,1.066174342,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,j,1,1,99,,296,,,0.337224472,,1.008267109,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,j,1,2,131,,352,,,0.446226322,,1.199020346,,,1,corolla,,PLLA,live,,
ENR,ES,5-Aug,Plantago,lanceolata,j,1,3,100,,389,,,0.34063078,,1.325053735,,,1,corolla,,PLLA,live,,
DR,ES,5-Aug,Rudbeckia,hirta,a,1,1,75,,450,,,0.255473085,,1.53283851,,,1,disc,sad_RUHI2_disc,RUHI2_d,live,are these too dead?,
DR,ES,5-Aug,Rudbeckia,hirta,a,1,2,80,,492,,,0.272504624,,1.675903438,,,1,disc,,RUHI2_d,live,are these too dead?,
RT206N,ES,6-Aug,Rudbeckia,hirta,b,1,1,120,,475,,,0.408756936,,1.617996205,,,1,disc,RUHI2_b_1_1&2_ray,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,b,1,2,104,,481,,,0.354256011,,1.638434052,,,1,disc,RUHI2_b_1_1&2_ray,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,c,1,1,116,,472,,,0.395131705,,1.607777282,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,c,1,2,107,,485,,,0.364474935,,1.652059283,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,c,2,1,127,,470,,,0.432601091,,1.600964666,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,c,2,2,134,,487,,,0.456445245,,1.658871899,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,d,1,1,113,,473,,,0.384912781,,1.61118359,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,d,1,2,117,,452,,,0.398538013,,1.539651126,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,e,1,1,101,,506,,,0.344037088,,1.723591747,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,e,1,2,92,,519,,,0.313380318,,1.767873749,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,f,1,1,92,,506,,,0.313380318,,1.723591747,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,f,1,2,102,,523,,,0.347443396,,1.78149898,,,1,disc,,RUHI2_d,live,,
